,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24,Total_Daily_Consumption
2023-01-12,36.865610000000004,35.934857,35.557226,35.366003,35.179307,37.81394,40.615217,44.369108,48.107357,46.237148,45.297791000000004,49.058333,48.101273,47.17762999999999,44.38088,49.035472999999996,49.027409,47.171969000000004,49.062905,48.092831,50.919335000000004,48.096098,45.295756999999995,44.352845,1061.116302
2023-01-13,36.887273,35.950832,35.560826,35.376937999999996,35.18837,37.82969,40.672142,44.445896000000005,48.219047,46.349225000000004,45.396044,49.174667,48.240305,47.293577,44.456246,49.186952,49.178456,47.276315,49.168097,48.225014,51.052049,48.235265,45.400706,44.449757,1063.2136890000002
2023-01-14,36.831833,35.908288999999996,35.548973000000004,35.361224,35.18063,37.740563,40.471486999999996,44.12735,47.813012,45.981584,45.071873,48.722758999999996,47.813435,46.894841,44.137187,48.729023,48.731786,46.911878,48.737969,47.80925,50.551028,47.83877,45.060992,44.144549,1056.120285
2023-01-15,36.84698,35.918594,35.551304,35.367047,35.180774,37.769588,40.533164,44.237978,47.941316,46.077073999999996,45.159722,48.837571999999994,47.923181,46.992428000000004,44.225108,48.862583,48.851135,47.01257,48.860350999999994,47.92976,50.712821,47.926277,45.157688,44.236061,1058.1110760000001
2023-01-16,36.932624000000004,35.963899999999995,35.578196,35.383436,35.18972,37.912228999999996,40.81427,44.713376,48.585364999999996,46.631177,45.665756,49.541696,48.551453,47.623562,44.714663,49.543054999999995,49.563152,47.602178,49.545880999999994,48.587777,51.495983,48.576049999999995,45.676259,44.702837,1069.094595
2023-01-17,36.945593,35.974447999999995,35.583281,35.384831,35.186588,37.932803,40.863527000000005,44.771102,48.698198000000005,46.746125,45.756971,49.663934,48.691817,47.709655999999995,44.797202,49.69628,49.669397000000004,47.728844,49.686011,48.699584,51.618338,48.705254,45.780704,44.771786,1071.0622740000001
2023-01-18,36.973466,35.976122000000004,35.589788,35.387333,35.189963,37.955996,40.91831,44.862623,48.809195,46.846268,45.850148,49.794973999999996,48.828005,47.823614,44.855747,49.816106000000005,49.81418,47.840165,49.805216,48.806225,51.767872999999994,48.80006,45.84581,44.883701,1073.040888
2023-01-19,36.981548000000004,35.989136,35.59355,35.397575,35.197514,37.973771,40.969583,44.93825,48.945544999999996,46.936529,45.931328,49.930982,48.917456,47.937374000000005,44.960156,49.951232,49.920488000000006,47.915018,49.945337,48.949361,51.925805,48.911786,45.950354,44.949005,1075.0186829999998
2023-01-20,37.002086,36.002663,35.592308,35.397368,35.197658000000004,38.001932,41.007941,45.029843,49.063913,47.044295,46.045439,50.040133999999995,49.040611999999996,48.052169,45.036539,50.065928,50.062616,48.047192,50.084567,49.056722,52.047854,49.041701,46.053484999999995,45.027026,1077.041991
2023-01-21,36.938501,35.976563,35.57312,35.384696,35.186795000000004,37.917782,40.824584,44.731835000000004,48.603149,46.659662,45.690794,49.579091,48.610799,47.645621,44.735831,49.574987,49.589063,47.642354,49.564772000000005,48.611239999999995,51.504794,48.609781999999996,45.701657,44.719487,1069.576959
2023-01-22,36.953873,35.971181,35.587781,35.384786,35.18936,37.933523,40.880888,44.790866,48.71897,46.749221,45.786671,49.70124799999999,48.732911,47.74391,44.799695,49.688126,49.685804,47.732254999999995,49.693373,48.703697000000005,51.658739,48.721679,45.772577,44.784521,1071.365655
2023-01-23,37.052071999999995,36.026558,35.611928,35.403749000000005,35.198018000000005,38.094775999999996,41.16968,45.278513000000004,49.432570999999996,47.3615,46.325429,50.440004,49.414067,48.377249,45.311795000000004,50.428196,50.457149,48.361148,50.42636,49.412302999999994,52.50608,49.387598,46.319957,45.290798,1083.087498
2023-01-24,37.068335000000005,36.030833,35.621927,35.415890000000005,35.206775,38.108294,41.215445,45.359297,49.509817999999996,47.465882,46.406572999999995,50.550614,49.509242,48.474557,45.380186,50.568344,50.554619,48.490829,50.565833,49.536359000000004,52.652564,49.504427,46.409354,45.374291,1084.9802880000002
2023-01-25,37.086524,36.04211,35.620991000000004,35.417131999999995,35.207081,38.135042,41.275727,45.46304,49.647653,47.559482,46.516769,50.678306,49.627655000000004,48.610457,45.442097,50.678117,50.670773,48.609736999999996,50.664905000000005,49.639931000000004,52.789652,49.663951999999995,46.49489,45.482273,1087.024296
2023-01-26,37.181843,36.086498,35.660627000000005,35.430893,35.215531999999996,38.281328,41.573681,45.953036,50.367041,48.174640999999994,47.072429,51.465941,50.34122,49.252778,45.95453,51.458228,51.439769,49.267061,51.466894999999994,50.350166,53.62674199999999,50.356916,47.05658,45.965762,1099.000137
2023-01-27,37.127249,36.062567,35.62838,35.424638,35.204147,38.183543,41.371559,45.613754,49.890868999999995,47.750588,46.685906,50.922206,49.887422,48.807512,45.632366,50.935427000000004,50.928191,48.810752,50.946803,49.891921999999994,53.086553,49.876667,46.709908999999996,45.636902,1091.015832
2023-01-28,37.058327,36.026558,35.615105,35.402336,35.198702,38.074661,41.168969000000004,45.286874,49.38712099999999,47.331143,46.307285,50.401664,49.397525,48.367151,45.287045,50.434325,50.42932999999999,48.364549999999994,50.424452,49.410728,52.492706,49.393519999999995,46.318976,45.28376,1082.862813
2023-01-29,37.079315,36.036125,35.621873,35.412307999999996,35.208854,38.10635,41.226857,45.362834,49.485302,47.442887,46.396043,50.547131,49.517369,48.473648,45.376874,50.574445999999995,50.563313,48.480974,50.532398,49.502384,52.617905,49.510304000000005,46.383245,45.37196,1084.830699
2023-01-30,37.162385,36.083933,35.640952999999996,35.435366,35.217665,38.257181,41.53562,45.876869,50.237576000000004,48.062222,46.972358,51.339239,50.234956999999994,49.141862,45.875204,51.336701,51.335972,49.142105,51.305066,50.233850000000004,53.487107,50.246809999999996,46.982744,45.879802999999995,1097.0235480000001
2023-01-31,37.189439,36.092456,35.658682999999996,35.433188,35.214245,38.283146,41.562764,45.958265,50.350481,48.175298,47.067767,51.456446,50.357078,49.25699,45.961829,51.474086,51.464177,49.24016,51.460172,50.348969,53.651114,50.350634,47.047661,45.96245,1099.017498
2023-02-01,36.767635999999996,35.877347,35.523746,35.351027,35.16884,37.640231,40.30676,43.838108,47.389778,45.629801,44.707706,48.252464,47.375999,46.493945,43.859033,48.26636,48.242051,46.491821,48.259187,47.377061,50.01857,47.380418,44.740502,43.815563,1048.773954
